date,symbol,open,high,low,close,volume
2016-09-22,SPY,233.78,234.39,232.75,234.28,4197431
2016-09-23,SPY,234.34,235.69,234.18,234.54,1969884
2016-09-26,SPY,236.47,236.96,234.87,236.47,2353215
2016-09-27,SPY,240.07,243.2,239.62,240.86,1642438
2016-09-28,SPY,244.53,247.03,243.39,244.06,2616965
2016-09-29,SPY,241.58,243.14,241.34,241.91,6363175
2016-09-30,SPY,239.49,240.27,237.67,239.36,5016756
2016-10-03,SPY,242.77,243.44,240.68,241.56,3433040
2016-10-04,SPY,240.73,242.05,239.34,239.7,4901140
2016-10-05,SPY,236.44,236.57,234.69,235.4,2543220
2016-10-06,SPY,243.84,245.25,242.32,243.9,2889393
2016-10-07,SPY,243.46,243.97,242.6,242.89,2981882
2016-10-10,SPY,241.2,241.24,240.59,240.73,3270175
2016-10-11,SPY,234.43,237.46,232.72,232.93,9847860
2016-10-12,SPY,234.54,237.06,232.16,236.02,4845244
2016-10-13,SPY,232.11,233.28,231.25,232.64,2066614
2016-10-14,SPY,234.09,234.77,231.35,232.86,3609449
2016-10-17,SPY,236.18,237.4,233.63,236.36,4878667
2016-10-18,SPY,232.65,233.11,231.99,233.03,4953277
2016-10-19,SPY,232.62,234.49,231.45,233.43,2478132
2016-10-20,SPY,236.4,240.03,234.77,238.88,2031002
2016-10-21,SPY,231.51,232.13,229.41,230.19,2057015
2016-10-24,SPY,227.67,228.94,226.1,227.51,3762076
2016-10-25,SPY,224.16,224.63,224.06,224.54,2339912
2016-10-26,SPY,223.04,224.05,223.02,224.02,982371
2016-10-27,SPY,225.97,226.33,223.8,223.97,2295698
2016-10-28,SPY,220.33,220.85,220.04,220.52,1656094
2016-10-31,SPY,219.88,222.31,217.24,218.46,2997856
2016-11-01,SPY,216.1,216.6,216.03,216.04,3769348
2016-11-02,SPY,215.03,215.71,213.91,215.01,3339699
2016-11-03,SPY,216.54,217.26,215.75,215.82,3168256
2016-11-04,SPY,218.65,220.52,217.06,218.88,1311795
2016-11-07,SPY,222.47,224.4,220.9,222.45,1739269
2016-11-08,SPY,224.53,225.79,224.29,224.74,3671986
2016-11-09,SPY,221.39,222.4,220.47,221.91,3318201
2016-11-10,SPY,224.29,225.82,221.44,222.01,2145757
2016-11-11,SPY,231.76,231.98,229.73,230.03,2520027
2016-11-14,SPY,231.54,233.65,231.52,233.64,4051464
2016-11-15,SPY,231.96,233.9,231.84,232.22,3771349
2016-11-16,SPY,238.72,238.97,237.45,237.84,5230358
2016-11-17,SPY,235.07,236.97,234.72,236.58,2624846
2016-11-18,SPY,234.59,234.76,233.99,234.32,2311870
2016-11-21,SPY,238.82,239.37,238.7,239.35,1450050
2016-11-22,SPY,235.81,236.88,233.46,234.76,7073379
2016-11-23,SPY,230.13,230.15,228.12,228.14,9131533
2016-11-24,SPY,231.73,231.82,228.58,231.48,3413385
2016-11-25,SPY,232.26,232.74,231.63,231.69,3336932
2016-11-28,SPY,232.46,235.25,231.04,232.25,4472586
2016-11-29,SPY,231.63,231.89,231.08,231.11,1785828
2016-11-30,SPY,229.44,232.41,226.66,230.39,4892347
2016-12-01,SPY,228.99,229.09,227.64,228.93,2336270
2016-12-02,SPY,228.24,229.57,225.85,226.89,3322572
2016-12-05,SPY,225.79,226.02,224.63,225.7,1958199
2016-12-06,SPY,224.04,224.47,223.02,224.42,4513208
2016-12-07,SPY,220.37,221.76,220.36,221.74,1265197
2016-12-08,SPY,218.22,220.39,216.67,220.04,2778491
2016-12-09,SPY,211.2,212.05,210.26,211.89,4435659
2016-12-12,SPY,214.88,216.04,213.09,214.17,2762015
2016-12-13,SPY,216.09,216.33,215.38,215.53,4045240
2016-12-14,SPY,214.88,216.28,213.65,215.36,2617330
2016-12-15,SPY,216.92,217.15,216.16,216.24,2394359
2016-12-16,SPY,218.38,219.16,216.72,217.23,4872072
2016-12-19,SPY,214.87,216.52,214.4,214.98,5362680
2016-12-20,SPY,211.5,213.38,211.45,213.37,1823328
2016-12-21,SPY,213.09,215.18,213.08,215.17,2333441
2016-12-22,SPY,217.46,217.57,214.51,215.95,1990662
2016-12-23,SPY,221.4,223.11,220.54,222.67,3715559
2016-12-26,SPY,229.44,231.43,225.55,228.2,4114497
2016-12-27,SPY,230.59,231.8,230.13,231.5,1627933
2016-12-28,SPY,228.26,229.21,227.99,228.97,2916765
2016-12-29,SPY,226.14,229.94,223.7,227.15,1526964
2016-12-30,SPY,223.46,224.18,222.25,223.85,5390047
2017-01-02,SPY,222.98,229.32,220.13,224.9,6045819
2017-01-03,SPY,215.83,216.31,214.41,215.77,2219626
2017-01-04,SPY,213.48,215.03,212.62,214.39,4507198
2017-01-05,SPY,213.87,214.37,212.92,213.51,6327242
2017-01-06,SPY,209.2,209.44,208.54,208.74,2580159
2017-01-09,SPY,213.1,213.32,210.3,211.34,9881701
2017-01-10,SPY,208.53,209.01,207.76,207.83,2857117
2017-01-11,SPY,208.45,211.39,206.82,208.77,2813209
2017-01-12,SPY,218.55,219.55,216.83,217.59,2962693
2017-01-13,SPY,213.31,213.46,212.24,212.44,1523436
2017-01-16,SPY,211.21,212.39,210.6,212.08,2675275
2017-01-17,SPY,210.1,213.99,206.39,210.89,2229903
2017-01-18,SPY,208.4,209.41,207.56,209.09,4119436
2017-01-19,SPY,212.35,212.43,211.41,211.58,3915730
2017-01-20,SPY,215.58,216.68,213.83,215.19,1460683
2017-01-23,SPY,217.38,218.14,216.6,217.79,4434451
2017-01-24,SPY,216.27,219.88,213.02,215.54,1905442
2017-01-25,SPY,224.88,225.54,222.03,223.51,4409029
2017-01-26,SPY,216.94,218.83,215.22,217.69,6558860
2017-01-27,SPY,215.03,218.94,214.0,214.43,4790949
2017-01-30,SPY,215.39,216.26,214.89,215.08,3718338
2017-01-31,SPY,215.1,216.42,212.61,215.48,8483629
2017-02-01,SPY,216.88,217.44,213.88,217.16,2354373
2017-02-02,SPY,223.94,224.03,222.04,222.42,1998229
2017-02-03,SPY,222.86,222.86,221.89,222.13,3424888
2017-02-06,SPY,221.54,222.95,221.36,222.62,1461888
2017-02-07,SPY,218.74,220.88,218.74,220.74,4275825
2017-02-08,SPY,222.6,224.37,219.87,222.8,1977294
2017-02-09,SPY,221.52,222.47,219.81,221.85,2812442
2017-02-10,SPY,220.56,221.21,220.45,220.9,3868081
2017-02-13,SPY,222.53,223.4,221.03,222.81,1790545
2017-02-14,SPY,226.35,226.41,226.14,226.38,4457391
2017-02-15,SPY,220.24,227.14,211.63,219.0,2071422
2017-02-16,SPY,220.68,221.18,219.55,220.29,2159625
2017-02-17,SPY,219.13,220.51,215.74,219.51,1228018
2017-02-20,SPY,222.41,223.48,222.33,222.74,2905011
2017-02-21,SPY,219.32,222.6,218.79,222.01,1711100
2017-02-22,SPY,225.53,227.78,222.32,226.46,3091770
2017-02-23,SPY,223.87,227.29,221.09,224.27,2539912
2017-02-24,SPY,218.89,219.07,216.55,216.88,2515092
2017-02-27,SPY,221.14,221.62,219.31,220.41,1911522
2017-02-28,SPY,216.77,217.78,216.72,217.73,2676469
2017-03-01,SPY,211.53,214.8,209.54,212.68,3947310
2017-03-02,SPY,211.46,213.18,211.01,212.84,5643705
2017-03-03,SPY,212.67,214.66,211.96,212.18,2884089
2017-03-06,SPY,214.03,214.95,213.98,214.91,3808637
2017-03-07,SPY,217.9,218.12,216.2,217.89,4396146
2017-03-08,SPY,217.87,219.17,217.49,218.31,4383678
2017-03-09,SPY,216.47,216.77,215.06,215.52,2224042
2017-03-10,SPY,216.5,217.94,216.2,216.56,2002924
2017-03-13,SPY,213.87,217.98,213.08,217.2,4823383
2017-03-14,SPY,216.53,219.5,216.23,219.17,1577985
2017-03-15,SPY,214.98,216.45,214.77,216.4,4860610
2017-03-16,SPY,215.6,216.03,214.83,215.21,2306384
2017-03-17,SPY,216.51,218.85,215.24,216.96,1861477
2017-03-20,SPY,220.98,221.2,220.66,221.13,8882733
2017-03-21,SPY,224.33,226.1,222.54,224.44,2568580
2017-03-22,SPY,226.05,226.35,223.48,224.83,1215173
2017-03-23,SPY,223.29,223.49,222.8,223.3,7229379
2017-03-24,SPY,225.69,225.73,224.27,224.76,2505286
2017-03-27,SPY,221.65,221.67,220.56,221.2,2823598
2017-03-28,SPY,217.19,218.64,212.53,218.6,4456367
2017-03-29,SPY,224.98,229.56,221.12,223.66,5488022
2017-03-30,SPY,224.99,225.88,224.63,225.12,6606833
2017-03-31,SPY,222.48,225.69,222.31,224.06,3052897
2017-04-03,SPY,224.41,228.15,222.38,226.96,4222295
2017-04-04,SPY,232.3,233.5,230.24,231.45,3371789
2017-04-05,SPY,228.0,230.7,227.77,230.02,2205790
2017-04-06,SPY,230.72,232.37,228.04,228.66,5022545
2017-04-07,SPY,227.01,227.18,226.09,226.88,2320689
2017-04-10,SPY,230.98,230.98,229.59,230.27,1058850
2017-04-11,SPY,232.84,235.01,232.4,233.75,3300560
2017-04-12,SPY,238.27,238.99,237.09,238.73,4286018
2017-04-13,SPY,244.42,245.08,241.69,242.46,4117317
2017-04-14,SPY,235.96,239.68,234.78,236.64,3255377
2017-04-17,SPY,236.67,238.06,236.06,237.76,1676337
2017-04-18,SPY,233.51,236.35,230.83,234.1,4707933
2017-04-19,SPY,233.17,234.21,230.73,232.42,6753877
2017-04-20,SPY,234.36,235.27,231.53,233.13,3210667
2017-04-21,SPY,232.49,236.69,229.05,236.17,3989236
2017-04-24,SPY,235.48,235.95,233.06,233.13,3668408
2017-04-25,SPY,225.22,225.7,224.97,225.12,2574262
2017-04-26,SPY,228.07,228.26,224.56,225.84,1901459
2017-04-27,SPY,233.41,235.35,233.03,234.91,2148392
2017-04-28,SPY,233.87,235.69,232.02,234.31,6940577
2017-05-01,SPY,235.71,236.01,234.27,234.59,3657200
2017-05-02,SPY,240.57,241.7,239.57,240.98,2100642
2017-05-03,SPY,244.07,244.31,243.14,243.24,4168572
2017-05-04,SPY,246.13,246.86,243.83,244.15,2399841
2017-05-05,SPY,244.19,246.06,244.04,245.89,3583676
2017-05-08,SPY,248.0,248.12,246.39,246.94,3525769
2017-05-09,SPY,244.02,244.29,242.8,242.84,2046777
2017-05-10,SPY,237.97,239.37,236.08,238.07,3565805
2017-05-11,SPY,243.4,245.02,243.29,244.93,6880468
2017-05-12,SPY,246.16,246.89,243.18,245.73,2584297
2017-05-15,SPY,247.24,247.75,245.18,246.22,6367348
2017-05-16,SPY,245.62,247.19,244.88,246.01,4288453
2017-05-17,SPY,248.52,251.81,245.02,249.02,7931108
2017-05-18,SPY,260.01,260.18,255.91,258.62,5422742
2017-05-19,SPY,260.4,261.85,258.29,260.79,2849627
2017-05-22,SPY,258.11,259.69,255.88,258.62,3689740
2017-05-23,SPY,259.08,259.99,257.8,258.23,6535393
2017-05-24,SPY,261.55,263.59,260.86,262.5,4698519
2017-05-25,SPY,257.23,260.4,257.18,260.34,6212167
2017-05-26,SPY,264.39,269.46,262.58,263.8,2588598
2017-05-29,SPY,255.4,255.45,254.55,254.75,2450246
2017-05-30,SPY,251.82,255.49,250.97,254.0,1646525
2017-05-31,SPY,255.55,257.22,255.34,256.52,5895085
2017-06-01,SPY,261.91,266.69,256.58,261.53,3506036
2017-06-02,SPY,257.97,258.88,256.71,258.45,3014241
2017-06-05,SPY,252.01,252.79,251.99,252.76,3148731
2017-06-06,SPY,251.2,257.04,247.29,251.89,6200296
2017-06-07,SPY,245.53,247.8,245.1,247.77,3736335
2017-06-08,SPY,247.52,247.78,247.06,247.34,2931888
2017-06-09,SPY,247.08,247.96,247.04,247.44,4506416
2017-06-12,SPY,242.22,243.41,239.58,242.66,2785532
2017-06-13,SPY,244.03,251.41,240.27,245.71,1879963
2017-06-14,SPY,244.79,245.38,244.75,245.26,3636055
2017-06-15,SPY,250.97,251.01,249.24,249.35,8666603
2017-06-16,SPY,243.21,244.74,240.93,242.58,3463261
2017-06-19,SPY,239.58,239.6,238.98,239.0,4768057
2017-06-20,SPY,240.94,243.9,240.46,240.97,1050998
2017-06-21,SPY,237.13,238.42,236.99,238.2,3873189
2017-06-22,SPY,236.93,237.81,234.72,237.73,1261146
2017-06-23,SPY,237.16,238.46,237.13,237.86,2978878
2017-06-26,SPY,240.89,242.56,238.11,238.54,1499981
2017-06-27,SPY,235.77,237.53,234.34,236.23,3583044
2017-06-28,SPY,237.59,238.66,236.48,236.88,1096631
2017-06-29,SPY,235.21,235.56,233.61,234.22,1728458
2017-06-30,SPY,235.69,238.56,233.76,236.7,2772467
2017-07-03,SPY,238.6,242.42,235.09,236.42,2868068
2017-07-04,SPY,236.38,237.09,236.38,237.08,3950753
2017-07-05,SPY,248.7,250.17,245.52,246.34,1102527
2017-07-06,SPY,239.54,242.55,239.48,242.37,3783267
2017-07-07,SPY,246.58,248.55,246.38,247.54,3722632
2017-07-10,SPY,236.82,237.84,236.74,237.79,3045542
2017-07-11,SPY,232.61,233.25,230.31,230.5,4409178
2017-07-12,SPY,225.25,226.43,221.86,226.32,1352920
2017-07-13,SPY,222.79,222.95,222.4,222.44,4560839
2017-07-14,SPY,225.21,225.82,222.68,223.23,4552111
2017-07-17,SPY,222.68,225.42,222.05,224.31,8309602
2017-07-18,SPY,225.03,225.1,223.53,223.57,2094470
2017-07-19,SPY,222.16,223.76,221.51,223.18,7175285
2017-07-20,SPY,224.76,225.6,223.58,225.05,1759740
2017-07-21,SPY,226.41,228.44,226.36,227.98,2989175
2017-07-24,SPY,223.8,223.88,223.46,223.56,3864903
2017-07-25,SPY,220.94,223.87,219.84,222.46,6039911
2017-07-26,SPY,220.92,222.54,220.0,222.33,1431445
2017-07-27,SPY,225.16,226.17,223.46,224.06,3750712
2017-07-28,SPY,221.05,222.37,219.57,221.58,4669610
2017-07-31,SPY,219.85,221.59,219.43,221.39,1585504
2017-08-01,SPY,223.35,224.23,219.45,221.6,937597
2017-08-02,SPY,221.67,221.68,218.77,219.37,3211680
2017-08-03,SPY,216.35,217.68,214.46,217.09,907113
2017-08-04,SPY,216.66,217.72,216.54,217.52,7931445
2017-08-07,SPY,217.3,217.4,217.11,217.2,5633871
2017-08-08,SPY,218.5,219.25,218.25,218.94,4168578
2017-08-09,SPY,214.44,215.92,214.3,215.59,5378012
2017-08-10,SPY,214.84,217.68,213.57,214.56,2087280
2017-08-11,SPY,213.21,214.02,212.62,213.93,13878500
2017-08-14,SPY,215.74,217.02,215.39,216.65,6331726
2017-08-15,SPY,214.46,215.62,213.33,213.7,2824840
2017-08-16,SPY,215.89,216.5,213.88,214.56,3270195
2017-08-17,SPY,213.63,216.42,213.18,215.48,3496118
2017-08-18,SPY,221.69,222.7,219.56,220.91,2510914
2017-08-21,SPY,216.62,219.44,214.26,217.69,1672736
2017-08-22,SPY,219.14,219.53,215.3,215.65,5114563
2017-08-23,SPY,213.07,214.25,211.91,212.72,3096107
2017-08-24,SPY,206.29,208.09,206.29,207.5,3506073
2017-08-25,SPY,211.82,213.55,211.25,213.1,5426054
2017-08-28,SPY,209.34,211.05,208.18,209.24,1947033
2017-08-29,SPY,208.59,208.61,206.71,206.78,4194574
2017-08-30,SPY,211.95,212.24,210.04,210.96,1773437
2017-08-31,SPY,206.18,206.57,205.41,205.52,1545434
2017-09-01,SPY,207.27,208.38,205.13,207.96,1956057
2017-09-04,SPY,203.06,204.96,202.13,203.65,5664581
2017-09-05,SPY,206.34,207.83,206.14,207.56,3660578
2017-09-06,SPY,201.22,201.92,199.48,200.91,3148048
2017-09-07,SPY,194.13,198.92,191.98,195.73,5304005
2017-09-08,SPY,193.94,194.36,193.93,194.23,3198636
2017-09-11,SPY,196.46,197.37,196.33,197.15,1260898
2017-09-12,SPY,199.1,199.16,197.07,197.16,2287001
2017-09-13,SPY,196.84,197.07,196.05,196.27,4705170
2017-09-14,SPY,202.38,202.75,200.31,200.33,6248884
2017-09-15,SPY,204.59,207.23,203.84,206.9,3278242
2017-09-18,SPY,209.5,210.04,207.89,209.09,5378643
2017-09-19,SPY,209.07,209.27,207.0,207.24,13164376
2017-09-20,SPY,206.67,208.98,205.6,206.05,4784232
2017-09-21,SPY,201.03,203.57,200.91,202.17,1892168
2017-09-22,SPY,203.12,203.53,201.93,202.58,2153889
2017-09-25,SPY,196.67,198.68,193.26,197.73,6269269
2017-09-26,SPY,200.74,201.27,199.39,199.46,3360234
2017-09-27,SPY,205.79,206.62,205.53,205.56,7199662
2017-09-28,SPY,207.19,209.08,207.0,207.88,3054837
2017-09-29,SPY,206.55,208.04,206.51,206.52,3803535
2017-10-02,SPY,208.51,208.63,208.17,208.25,4646647
2017-10-03,SPY,215.18,215.21,213.42,213.42,11649920
2017-10-04,SPY,218.8,219.13,217.53,218.55,3577063
2017-10-05,SPY,215.92,216.4,214.64,215.37,2273475
2017-10-06,SPY,217.51,219.41,216.36,217.13,2029003
2017-10-09,SPY,215.9,217.14,215.66,216.72,3963883
2017-10-10,SPY,220.42,222.07,217.8,219.45,4119042
2017-10-11,SPY,220.6,222.77,218.81,220.83,2221828
2017-10-12,SPY,213.97,215.13,212.77,213.09,3322164
2017-10-13,SPY,211.02,213.33,209.74,212.08,4962274
2017-10-16,SPY,212.84,212.87,212.79,212.82,1121797
2017-10-17,SPY,209.73,209.8,208.22,208.35,9865870
2017-10-18,SPY,211.18,211.18,207.72,210.27,2559964
2017-10-19,SPY,204.83,205.7,203.92,205.56,2751637
2017-10-20,SPY,203.86,203.88,203.01,203.21,1557812
2017-10-23,SPY,205.66,208.13,204.96,207.4,3451109
2017-10-24,SPY,205.66,207.18,203.11,204.75,2725584
2017-10-25,SPY,207.35,207.69,205.91,206.61,1250236
2017-10-26,SPY,200.89,203.65,200.46,201.28,10010815
2017-10-27,SPY,206.7,209.36,205.6,207.67,7016076
2017-10-30,SPY,206.72,207.52,205.48,206.82,5731722
2017-10-31,SPY,206.15,207.23,205.9,207.22,3242455
2017-11-01,SPY,208.58,209.18,206.87,207.88,1331749
2017-11-02,SPY,209.35,210.53,209.16,209.88,2707242
2017-11-03,SPY,206.25,209.21,204.62,205.2,1737773
2017-11-06,SPY,205.38,206.91,203.45,205.29,5319833
2017-11-07,SPY,202.13,203.51,201.96,203.36,9624953
2017-11-08,SPY,197.81,199.77,196.65,198.31,4326745
2017-11-09,SPY,201.03,202.45,199.28,201.35,2593368
2017-11-10,SPY,200.85,203.69,198.89,200.38,4852515
2017-11-13,SPY,202.18,202.27,201.11,201.21,2601896
2017-11-14,SPY,202.91,203.99,200.46,201.86,3234313
2017-11-15,SPY,199.82,201.14,199.64,200.94,7909002
2017-11-16,SPY,206.11,207.17,204.05,207.0,4330579
2017-11-17,SPY,206.49,208.13,205.44,206.95,3979064
2017-11-20,SPY,202.73,203.01,202.01,202.22,6603994
2017-11-21,SPY,200.05,201.14,200.03,201.11,1072610
2017-11-22,SPY,203.48,203.62,202.4,202.72,3735341
2017-11-23,SPY,203.43,204.95,202.77,204.44,3525442
2017-11-24,SPY,203.25,204.33,201.01,201.2,3910216
2017-11-27,SPY,203.71,204.85,202.77,204.11,3144337
2017-11-28,SPY,197.78,199.63,197.31,198.81,4035103
2017-11-29,SPY,203.24,204.4,202.0,202.32,4559099
2017-11-30,SPY,198.11,200.01,196.52,198.42,1578434
2017-12-01,SPY,197.62,200.22,195.77,197.85,2242393
2017-12-04,SPY,200.38,201.6,200.0,201.11,2745166
2017-12-05,SPY,201.47,201.75,200.19,201.57,2402012
2017-12-06,SPY,204.27,204.48,203.7,204.14,4823417
2017-12-07,SPY,205.02,206.2,203.54,206.13,9220034
2017-12-08,SPY,210.94,212.22,209.43,210.21,1898130
2017-12-11,SPY,216.02,217.6,212.8,213.67,3998669
2017-12-12,SPY,210.81,212.72,210.01,212.32,2580706
2017-12-13,SPY,212.78,214.68,212.68,214.44,1721463
2017-12-14,SPY,209.83,209.98,209.23,209.64,2905227
2017-12-15,SPY,210.54,211.36,208.74,209.56,2633904
2017-12-18,SPY,212.56,212.68,208.9,212.24,2450662
2017-12-19,SPY,213.44,214.26,212.08,212.77,3085702
2017-12-20,SPY,216.54,217.43,211.09,214.3,4931314
2017-12-21,SPY,213.36,213.74,213.35,213.73,1374448
2017-12-22,SPY,219.16,222.02,214.01,217.45,2451256
2017-12-25,SPY,215.75,218.09,215.25,217.3,1215116
2017-12-26,SPY,215.49,215.92,215.28,215.89,2597148
2017-12-27,SPY,219.02,219.66,218.82,218.87,9335792
2017-12-28,SPY,214.4,217.09,214.12,214.37,4055856
2017-12-29,SPY,214.64,216.41,214.19,216.08,1735058
2018-01-01,SPY,214.62,215.35,212.35,212.81,3210194
2018-01-02,SPY,218.87,219.47,215.46,217.0,2340477
2018-01-03,SPY,214.28,216.97,214.14,216.26,3723727
2018-01-04,SPY,217.8,217.8,216.45,216.8,4727055
2018-01-05,SPY,218.65,219.22,217.2,218.25,3407400
2018-01-08,SPY,211.37,212.36,211.19,212.05,2359820
2018-01-09,SPY,211.1,211.38,209.35,210.08,6444014
2018-01-10,SPY,214.06,214.19,213.21,213.48,4352202
2018-01-11,SPY,214.83,217.82,213.05,216.36,1419517
2018-01-12,SPY,216.28,217.61,216.11,217.39,2557944
2018-01-15,SPY,212.43,213.16,212.17,213.1,8159266
2018-01-16,SPY,216.6,216.64,214.99,215.07,2008411
2018-01-17,SPY,217.01,219.08,216.12,217.48,2427295
2018-01-18,SPY,217.39,218.52,216.73,217.75,2520864
2018-01-19,SPY,223.11,223.92,220.26,221.85,1812521
2018-01-22,SPY,219.53,220.23,218.58,219.69,2465592
2018-01-23,SPY,217.95,218.24,217.81,218.12,2749719
2018-01-24,SPY,211.14,213.35,207.65,210.1,1852644
2018-01-25,SPY,213.75,214.18,212.88,213.1,3963883
2018-01-26,SPY,215.02,215.35,213.99,214.21,3681683
2018-01-29,SPY,207.42,209.85,205.77,208.91,3473466
2018-01-30,SPY,203.7,204.65,202.29,203.51,4281016
2018-01-31,SPY,201.42,203.09,200.88,200.94,2212237
2018-02-01,SPY,202.5,205.81,201.74,203.44,4872774
2018-02-02,SPY,201.34,202.93,201.25,202.62,7986782
2018-02-05,SPY,200.49,200.56,200.27,200.28,4343069
2018-02-06,SPY,198.64,199.61,196.88,197.35,1483993
2018-02-07,SPY,196.81,197.67,193.76,194.34,1291429
2018-02-08,SPY,189.65,191.92,187.63,188.8,1369308
2018-02-09,SPY,185.49,186.13,185.41,185.48,4362798
2018-02-12,SPY,182.93,183.71,182.56,182.59,5605256
2018-02-13,SPY,185.06,185.29,183.92,184.55,2509361
2018-02-14,SPY,183.35,184.65,182.92,184.19,1330137
2018-02-15,SPY,183.42,184.27,179.55,182.0,4449094
2018-02-16,SPY,187.36,188.95,187.19,188.39,3244627
2018-02-19,SPY,186.52,187.71,186.35,186.61,7506482
2018-02-20,SPY,191.13,191.33,189.61,189.97,4155729
2018-02-21,SPY,194.63,195.35,194.0,194.69,4373999
2018-02-22,SPY,188.97,190.66,188.02,190.2,3649803
2018-02-23,SPY,191.07,191.12,189.86,190.51,5505569
2018-02-26,SPY,187.82,189.4,187.57,189.12,3650770
2018-02-27,SPY,187.56,187.75,186.52,187.52,2723446
2018-02-28,SPY,190.16,190.89,188.75,189.17,785070
2018-03-01,SPY,188.69,188.8,187.35,187.5,1182185
2018-03-02,SPY,186.68,187.58,185.8,186.2,7097940
2018-03-05,SPY,184.47,186.14,184.09,185.82,4181245
2018-03-06,SPY,184.46,185.78,182.67,184.88,4528684
2018-03-07,SPY,180.17,181.87,179.11,181.71,5173270
2018-03-08,SPY,184.64,185.21,182.89,183.97,7442303
2018-03-09,SPY,187.52,187.52,186.96,186.96,1071789
2018-03-12,SPY,188.07,189.42,186.43,188.02,1452457
2018-03-13,SPY,186.91,187.15,185.33,187.05,6971613
2018-03-14,SPY,185.38,185.57,184.99,185.16,1853243
2018-03-15,SPY,182.98,184.58,182.58,183.3,2847621
2018-03-16,SPY,189.24,190.43,188.62,189.87,3497386
2018-03-19,SPY,191.1,192.65,190.72,192.64,1483902
2018-03-20,SPY,190.88,191.35,190.11,190.31,1851996
2018-03-21,SPY,192.6,193.63,190.73,190.87,4544679
2018-03-22,SPY,190.26,191.17,187.98,189.93,2320845
2018-03-23,SPY,190.78,191.97,190.1,191.69,3669730
2018-03-26,SPY,193.08,193.48,192.92,193.35,4165493
2018-03-27,SPY,195.03,197.0,194.79,196.59,2613997
2018-03-28,SPY,194.28,196.65,193.89,194.18,3119123
2018-03-29,SPY,195.83,198.29,194.57,194.58,3512653
2018-03-30,SPY,189.72,189.85,189.56,189.57,3815199
2018-04-02,SPY,186.17,186.7,183.72,186.09,3116632
2018-04-03,SPY,187.48,189.32,186.59,188.65,3632412
2018-04-04,SPY,185.16,188.07,184.84,186.06,4815210
2018-04-05,SPY,183.0,184.02,182.77,183.8,2436606
2018-04-06,SPY,184.94,185.47,181.91,183.87,3139850
2018-04-09,SPY,185.73,186.51,185.5,185.88,5914482
2018-04-10,SPY,180.83,183.07,179.85,183.02,4603514
2018-04-11,SPY,174.19,174.22,172.52,173.55,3687650
2018-04-12,SPY,172.63,172.74,171.33,171.37,3147896
2018-04-13,SPY,174.75,175.93,173.15,174.56,5345367
2018-04-16,SPY,177.0,177.97,174.05,175.54,1638210
2018-04-17,SPY,179.35,180.5,177.98,179.12,2301622
2018-04-18,SPY,176.34,176.83,175.53,176.17,2701445
2018-04-19,SPY,172.17,172.75,171.61,171.92,4731593
2018-04-20,SPY,173.27,174.56,172.56,173.2,2288169
2018-04-23,SPY,172.6,174.62,170.36,173.91,2195263
2018-04-24,SPY,174.36,174.86,174.24,174.8,3122211
2018-04-25,SPY,177.7,177.76,177.19,177.33,3774765
2018-04-26,SPY,178.46,180.0,177.48,178.54,5147959
2018-04-27,SPY,179.71,180.44,179.12,179.72,3250037
2018-04-30,SPY,183.98,185.08,180.11,181.73,2031180
2018-05-01,SPY,183.85,184.37,181.7,183.19,4045125
2018-05-02,SPY,184.88,186.42,182.89,185.64,2935315
2018-05-03,SPY,188.31,190.32,186.52,188.54,2719000
2018-05-04,SPY,191.68,192.99,191.68,192.97,1525643
2018-05-07,SPY,190.78,192.12,189.86,191.19,4654022
2018-05-08,SPY,191.99,195.19,189.5,192.66,10066451
2018-05-09,SPY,192.81,193.55,191.21,191.69,3937817
2018-05-10,SPY,187.77,189.61,187.55,189.39,3721237
2018-05-11,SPY,186.94,187.9,186.73,187.52,2439220
2018-05-14,SPY,190.13,191.68,187.16,189.01,2585514
2018-05-15,SPY,190.12,190.6,190.09,190.29,5393824
2018-05-16,SPY,191.42,194.71,187.39,191.53,2478453
2018-05-17,SPY,190.97,191.27,190.88,190.97,1861258
2018-05-18,SPY,190.67,192.25,189.79,191.08,2565137
2018-05-21,SPY,191.94,194.04,191.66,193.52,5554640
2018-05-22,SPY,189.18,189.32,189.11,189.29,1751292
2018-05-23,SPY,189.47,190.43,187.93,189.46,2803058
2018-05-24,SPY,192.14,193.01,188.41,189.81,2528645
2018-05-25,SPY,191.29,192.97,189.93,192.05,2114042
2018-05-28,SPY,188.26,189.3,187.09,188.25,5320783
2018-05-29,SPY,193.48,195.53,191.3,192.57,2989063
2018-05-30,SPY,193.62,194.29,192.86,193.28,2208142
2018-05-31,SPY,195.11,196.12,193.59,194.15,2810813
2018-06-01,SPY,191.93,193.41,191.72,193.08,2125076
2018-06-04,SPY,192.59,196.35,191.96,194.73,2102672
2018-06-05,SPY,196.48,197.87,193.55,194.97,3310088
2018-06-06,SPY,197.42,198.74,197.26,198.6,3295473
2018-06-07,SPY,193.59,194.5,193.48,194.41,2661111
2018-06-08,SPY,193.97,195.54,193.95,195.02,2372980
2018-06-11,SPY,198.32,198.81,196.22,196.31,4351637
2018-06-12,SPY,195.6,196.06,195.3,195.86,2002820
2018-06-13,SPY,193.16,195.08,192.44,194.77,4716955
2018-06-14,SPY,192.93,195.01,192.5,193.81,2667535
